Farm_ID,State,District,Crop,Season,Farm_Area_Hectares,Rainfall_mm,Avg_Temperature_C,Humidity_pct,Sunlight_Hours_Day,Soil_pH,Soil_Moisture_pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Method,Fertilizer_kg_ha,Pesticide_Litre_ha,Seed_Quality_Score,Yield_Tonnes_Ha,Production_Tonnes,Market_Price_INR_Tonne,Total_Cost_INR,Revenue_INR,Profit_INR,Water_Used_m3,Water_Efficiency_t_per_1000m3,Disease_Pest_Risk_pct,Calculated_Revenue,Calculated_Profit,Profit_Per_Hectare,Cost_Per_Hectare,Revenue_Per_Hectare,Profit_Margin_Pct,Is_Profitable,NPK_Total_kg_ha,Water_Used_Per_Ha_m3
SF10270,Maharashtra,0.0,Maize,Kharif,10.27,923.0,27.6,76.1,9.0,7.28,24.2,69.6,31.5,108.9,Rainfed,250.5,4.46,0.8,1.93,19.82,19022,803191,377016,-426175,2747,7.215,50.2,377016.04,-426175,-41497.078870496596,78207.49756572541,36710.41869522882,-113.03896916841725,False,210.0,267.47809152872446
SF10271,Punjab,0.0,Sugarcane,Rabi,8.99,472.7,23.0,49.1,7.3,6.45,21.6,97.3,42.7,104.4,Drip,310.4,1.44,0.99,69.71,626.69,3101,680014,1943366,1263352,13059,47.989,52.8,1943365.6900000002,1263352,140528.5873192436,75641.15684093437,216169.74416017797,65.00844411191716,True,244.4,1452.6140155728588
SF10272,Karnataka,0.0,Groundnut,Kharif,6.25,582.0,33.0,76.6,7.6,5.73,27.3,105.7,31.5,80.6,Sprinkler,161.9,6.4,0.74,0.45,2.81,57815,445735,162460,-283275,2848,0.987,44.8,162460.15,-283275,-45324.0,71317.6,25993.6,-174.36599778406992,False,217.79999999999998,455.68
SF10273,Punjab,0.0,Maize,Rabi,9.96,582.0,23.4,58.7,8.2,6.0,18.5,101.2,72.2,55.1,Flood,154.2,3.01,0.76,2.25,22.41,23140,591624,518567,-73057,7916,2.831,44.2,518567.4,-73057,-7335.040160642569,59399.99999999999,52064.95983935743,-14.088247034616549,False,228.5,794.7791164658634
SF10274,Maharashtra,0.0,Cotton,Kharif,10.1,1047.1,27.0,73.4,6.4,6.56,31.9,108.5,40.8,85.8,Rainfed,263.8,2.8,0.83,1.44,14.54,67923,579815,987600,407785,4445,3.271,66.0,987600.4199999999,407785,40374.75247524753,57407.42574257426,97782.17821782178,41.290502227622525,True,235.10000000000002,440.0990099009901
SF10275,Tamil Nadu,0.0,Rice,Kharif,8.66,786.7,26.5,62.7,5.0,5.48,39.0,151.6,37.3,92.4,Flood,166.1,7.64,0.94,0.69,5.98,21738,686032,129993,-556039,17097,0.35,39.1,129993.24,-556039,-64207.73672055427,79218.47575057736,15010.739030023095,-427.74534013369953,False,281.29999999999995,1974.2494226327944
SF10276,Karnataka,0.0,Cotton,Rabi,5.97,384.7,19.5,73.4,7.1,6.96,28.6,111.1,64.2,110.7,Flood,162.4,4.84,0.76,1.26,7.52,67143,336560,504915,168355,6239,1.205,52.9,504915.36,168355,28200.167504187604,56375.20938023451,84575.37688442212,33.34323599021617,True,286.0,1045.0586264656617
SF10277,Punjab,0.0,Wheat,Zaid,5.89,496.4,35.0,60.6,10.6,7.37,9.3,173.3,57.2,112.3,Flood,209.8,4.68,0.97,1.61,9.48,25369,485236,240498,-244738,4280,2.215,53.8,240498.12000000002,-244738,-41551.44312393888,82383.0220713073,40831.57894736842,-101.76300842418648,False,342.8,726.6553480475383
SF10278,Madhya Pradesh,0.0,Pulses,Kharif,12.34,761.1,30.5,84.5,6.7,6.99,35.7,73.3,104.2,106.1,Sprinkler,234.8,6.1,0.97,1.52,18.76,66645,771910,1250260,478350,3148,5.959,64.1,1250260.2000000002,478350,38764.18152350081,62553.48460291734,101317.66612641816,38.26004191128246,True,283.6,255.10534846029174
SF10279,Punjab,0.0,Rice,Rabi,5.01,554.0,21.8,59.2,7.6,5.68,28.9,99.2,48.1,91.8,Sprinkler,250.9,8.15,0.98,0.97,4.86,22112,318690,107464,-211226,6835,0.711,20.5,107464.32,-211226,-42160.878243512976,63610.77844311378,21449.9001996008,-196.55512543735577,False,239.10000000000002,1364.2714570858284
SF10280,Tamil Nadu,0.0,Pulses,Kharif,5.83,682.7,25.4,78.1,5.8,6.21,32.8,159.2,51.9,124.5,Flood,138.7,4.13,0.88,1.3,7.58,67952,409290,515076,105786,2628,2.884,61.0,515076.16000000003,105786,18145.111492281303,70204.1166380789,88349.2281303602,20.537940032150594,True,335.6,450.77186963979415
SF10281,Gujarat,0.0,Maize,Rabi,11.24,341.7,17.3,58.6,7.6,7.14,27.6,162.9,63.7,145.0,Flood,247.3,6.37,0.77,2.54,28.55,20979,959734,598950,-360784,7130,4.004,39.1,598950.4500000001,-360784,-32098.220640569394,85385.5871886121,53287.3665480427,-60.23607980632774,False,371.6,634.3416370106761
SF10282,Telangana,0.0,Wheat,Zaid,14.96,126.9,31.3,58.9,9.8,6.88,17.4,80.1,51.6,77.0,Sprinkler,249.5,3.67,0.83,1.84,27.53,22234,1014951,612102,-402849,8645,3.184,47.4,612102.02,-402849,-26928.40909090909,67844.31818181818,40915.90909090909,-65.8140309948342,False,208.7,577.8743315508021
SF10283,Andhra Pradesh,0.0,Cotton,Kharif,4.67,1182.2,30.4,82.4,8.3,7.57,35.8,175.0,80.7,162.0,Flood,200.9,5.73,0.71,0.63,2.94,76487,376848,224872,-151976,3547,0.829,61.5,224871.78,-151976,-32543.04068522484,80695.50321199144,48152.4625267666,-67.58333629798285,False,417.7,759.5289079229123
SF10284,Gujarat,0.0,Maize,Kharif,12.39,578.9,27.8,71.2,6.2,6.48,39.1,84.7,65.7,119.9,Flood,127.8,2.52,0.88,3.39,42.0,26140,866233,1097880,231647,10156,4.135,41.0,1097880.0,231647,18696.28732849072,69913.88216303471,88610.16949152542,21.09948263926841,True,270.3,819.6933010492332
SF10285,Punjab,0.0,Pulses,Rabi,4.58,320.1,25.2,47.4,9.4,5.55,25.4,151.6,66.1,89.2,Rainfed,80.9,0.5,0.97,0.3,1.37,71750,211886,98298,-113588,875,1.566,64.3,98297.50000000001,-113588,-24800.873362445414,46263.318777292574,21462.44541484716,-115.55474170379864,False,306.9,191.04803493449782
SF10286,Maharashtra,0.0,Rice,Rabi,2.9,405.4,19.9,46.0,6.8,6.19,27.5,98.1,76.3,65.5,Rainfed,124.5,5.98,0.97,1.91,5.54,22564,176959,125005,-51954,2271,2.439,23.9,125004.56,-51954,-17915.172413793105,61020.34482758621,43105.1724137931,-41.56153753849846,False,239.89999999999998,783.1034482758621
SF10287,Tamil Nadu,0.0,Maize,Kharif,12.36,1034.9,36.5,82.8,8.9,7.49,36.6,64.9,75.3,67.7,Flood,137.3,3.32,0.76,1.23,15.2,21733,716009,330342,-385667,8787,1.73,73.5,330341.6,-385667,-31202.83171521036,57929.530744336575,26726.699029126215,-116.74779470972507,False,207.89999999999998,710.9223300970874
SF10288,Gujarat,0.0,Wheat,Rabi,12.6,582.0,22.9,56.0,7.0,6.51,26.1,150.6,52.2,86.2,Drip,186.9,3.64,0.77,3.46,43.6,23714,689733,1033930,344197,5158,8.453,50.0,1033930.4,344197,27317.222222222223,54740.71428571429,82057.93650793651,33.2901647113441,True,289.0,409.3650793650794
SF10289,Maharashtra,0.0,Groundnut,Kharif,11.71,1004.0,28.9,55.2,5.6,7.44,31.5,161.4,59.1,73.7,Sprinkler,199.7,7.69,0.87,1.43,16.75,63360,713481,1061280,347799,7231,2.316,47.1,1061280.0,347799,29701.02476515798,60929.20580700256,90630.23057216054,32.771653098145634,True,294.2,617.5064047822374
SF10290,Madhya Pradesh,0.0,Rice,Kharif,2.86,1011.4,28.9,95.0,6.6,6.91,29.6,119.9,88.4,50.0,Rainfed,170.3,6.68,0.84,3.03,8.67,24972,188064,216507,28443,2364,3.668,48.8,216507.24,28443,9945.104895104896,65756.64335664336,75701.74825174826,13.137219581814907,True,258.3,826.5734265734266
SF10291,Maharashtra,0.0,Rice,Kharif,11.5,663.3,34.3,67.3,6.0,7.01,37.2,106.8,95.3,93.7,Rainfed,157.3,5.03,0.87,3.38,38.87,27717,793916,1077360,283444,9497,4.093,47.5,1077359.79,283444,24647.304347826088,69036.17391304347,93683.47826086957,26.30912601173238,True,295.8,825.8260869565217
SF10292,Maharashtra,0.0,Cotton,Rabi,0.63,248.7,22.6,65.5,7.3,6.74,19.6,136.9,43.9,90.9,Sprinkler,89.7,5.07,0.82,1.48,0.93,62638,33774,58253,24479,423,2.199,45.9,58253.340000000004,24479,38855.555555555555,53609.52380952381,92465.07936507936,42.02187011827717,True,271.70000000000005,671.4285714285714
SF10293,Tamil Nadu,0.0,Chilli,Rabi,6.11,508.4,24.2,55.8,7.8,5.51,33.0,88.2,49.6,105.1,Rainfed,266.1,6.99,0.99,0.35,2.14,107507,452267,230065,-222202,2232,0.959,33.0,230064.98,-222202,-36366.939443535186,74020.78559738134,37653.84615384615,-96.58227022797905,False,242.9,365.3027823240589
SF10294,Andhra Pradesh,0.0,Chilli,Rabi,12.94,508.4,22.9,53.1,7.6,6.54,26.4,134.3,53.9,121.3,Drip,91.5,4.16,0.71,2.19,28.34,97175,735429,2753940,2018511,6402,4.427,48.3,2753939.5,2018511,155990.0309119011,56833.771251932,212823.80216383308,73.2953876990784,True,309.5,494.7449768160742
SF10295,Gujarat,0.0,Maize,Rabi,10.44,535.9,22.0,47.0,6.3,6.43,29.0,116.6,43.8,96.4,Flood,214.4,5.14,0.75,3.38,35.29,21170,701150,747089,45939,6222,5.672,32.6,747089.2999999999,45939,4400.287356321839,67159.96168582376,71560.2490421456,6.149066577074485,True,256.79999999999995,595.9770114942529
SF10296,Andhra Pradesh,0.0,Pulses,Kharif,1.13,614.7,31.2,90.6,5.2,6.61,29.1,127.7,53.4,76.9,Sprinkler,40.0,6.76,0.81,1.51,1.71,90561,82180,154859,72679,416,4.111,51.1,154859.31,72679,64317.699115044255,72725.66371681416,137043.36283185842,46.932370737251304,True,258.0,368.141592920354
SF10297,Karnataka,0.0,Wheat,Rabi,2.43,461.8,21.1,55.5,7.7,6.24,28.4,115.1,83.9,55.6,Flood,196.3,7.23,0.7,1.96,4.76,22971,155312,109342,-45970,1710,2.784,33.0,109341.95999999999,-45970,-18917.695473251028,63914.403292181065,44996.70781893004,-42.04239907812185,False,254.6,703.7037037037037
SF10298,Andhra Pradesh,0.0,Groundnut,Rabi,14.61,756.7,21.0,52.8,8.0,6.5,24.9,130.5,62.5,91.0,Sprinkler,235.4,6.4,0.87,1.9,27.76,59091,982758,1640366,657608,7408,3.747,43.5,1640366.1600000001,657608,45010.814510609176,67266.11909650924,112276.93360711842,40.08910206624619,True,284.0,507.0499657768652
SF10299,Punjab,0.0,Sugarcane,Kharif,8.87,878.7,28.5,76.0,6.8,7.02,34.9,122.4,57.8,68.2,Sprinkler,220.9,4.83,0.9,71.83,637.13,3461,676634,2205107,1528473,14945,42.632,52.6,2205106.93,1528473,172319.39120631342,76283.42728297634,248602.81848928976,69.31513980954213,True,248.39999999999998,1684.89289740699
SF10300,Karnataka,0.0,Rice,Kharif,13.44,772.0,25.3,78.7,7.3,6.52,38.5,142.3,52.1,114.9,Sprinkler,266.4,6.65,0.82,4.3,57.79,24485,1121156,1414988,293832,19584,2.951,43.8,1414988.15,293832,21862.5,83419.34523809524,105281.84523809524,20.76568847226973,True,309.3,1457.142857142857
SF10301,Gujarat,0.0,Groundnut,Kharif,4.28,782.7,28.7,70.4,5.9,7.25,30.2,135.1,96.0,112.8,Rainfed,237.5,5.02,0.85,1.6,6.85,52680,244113,360858,116745,1165,5.88,47.1,360858.0,116745,27276.869158878504,57035.747663551396,84312.6168224299,32.352060921470496,True,343.9,272.19626168224295
SF10302,Punjab,0.0,Sugarcane,Kharif,14.92,684.9,30.6,60.8,6.2,6.08,31.7,91.1,56.1,87.4,Flood,163.6,6.19,0.82,45.71,681.99,3500,1103823,2386965,1283142,25870,26.362,51.8,2386965.0,1283142,86001.4745308311,73982.77479892761,159984.24932975872,53.75621343421457,True,234.6,1733.9142091152814
SF10303,Telangana,0.0,Pulses,Kharif,2.98,914.9,33.2,81.3,6.0,8.23,26.7,130.1,28.1,94.8,Flood,144.6,7.6,0.73,0.3,0.89,83926,182599,74694,-107905,1396,0.638,38.4,74694.14,-107905,-36209.73154362416,61274.8322147651,25065.10067114094,-144.46274131791043,False,253.0,468.4563758389262
SF10304,Tamil Nadu,0.0,Sugarcane,Zaid,14.36,475.9,33.5,54.4,8.0,7.09,14.7,117.0,32.5,113.8,Drip,254.1,4.82,0.82,38.78,556.88,3749,1153131,2087743,934612,22104,25.194,46.0,2087743.1199999999,934612,65084.40111420613,80301.6016713092,145386.00278551533,44.766621178947794,True,263.3,1539.275766016713
SF10305,Andhra Pradesh,0.0,Rice,Kharif,2.12,1040.1,25.4,76.8,7.9,6.7,29.5,135.5,40.9,104.7,Rainfed,257.5,4.24,0.67,2.96,6.28,19355,118052,121549,3497,1741,3.607,50.7,121549.40000000001,3497,1649.5283018867924,55684.90566037736,57334.43396226415,2.8770290171042134,True,281.1,821.2264150943396
SF10306,Karnataka,0.0,Chilli,Zaid,9.82,505.7,29.0,51.2,8.9,7.16,16.9,91.9,25.2,116.5,Drip,225.0,4.53,0.71,1.56,15.32,97132,748307,1488062,739755,4997,3.066,47.4,1488062.24,739755,75331.46639511202,76202.34215885946,151533.8085539715,49.71264638166958,True,233.60000000000002,508.85947046843177
SF10307,Tamil Nadu,0.0,Sugarcane,Zaid,0.91,158.7,28.0,49.6,9.2,6.4,13.8,147.8,65.1,145.5,Sprinkler,143.9,5.38,0.76,49.31,44.87,3751,61468,168307,106839,1780,25.208,38.1,168307.37,106839,117405.4945054945,67547.25274725274,184952.74725274724,63.478643193687724,True,358.4,1956.043956043956
SF10308,Gujarat,0.0,Sugarcane,Rabi,8.12,342.0,21.9,62.9,6.1,6.92,27.1,174.0,81.2,105.7,Flood,272.8,1.76,0.65,52.5,426.3,3061,542008,1304904,762896,19933,21.387,41.7,1304904.3,762896,93952.70935960593,66749.75369458129,160702.46305418722,58.46376438419991,True,360.9,2454.802955665025
SF10309,Maharashtra,0.0,Sugarcane,Rabi,7.83,340.8,21.1,58.9,6.8,6.28,24.2,120.5,39.3,113.7,Drip,186.2,3.78,0.99,41.38,324.01,3157,495786,1022900,527114,12275,26.396,33.8,1022899.57,527114,67319.79565772669,63318.773946360154,130638.56960408685,51.53133248606901,True,273.5,1567.6883780332057
SF10310,Telangana,0.0,Wheat,Zaid,4.23,226.7,30.8,45.5,10.6,6.11,25.3,48.1,34.7,96.6,Flood,207.7,8.18,0.89,1.12,4.74,19674,331941,93255,-238686,2632,1.801,18.4,93254.76000000001,-238686,-56426.95035460992,78473.04964539006,22046.09929078014,-255.94981502332317,False,179.4,622.2222222222222
SF10311,Karnataka,0.0,Chilli,Rabi,8.88,924.5,23.4,61.1,7.1,5.56,22.7,104.9,69.1,121.2,Drip,164.9,5.64,0.69,0.46,4.08,111544,614083,455100,-158983,5986,0.682,47.3,455099.52,-158983,-17903.49099099099,69153.49099099099,51249.99999999999,-34.933640958031205,False,295.2,674.099099099099
SF10312,Tamil Nadu,0.0,Cotton,Kharif,6.99,1001.0,25.5,67.5,8.6,7.01,33.8,75.0,100.1,90.0,Drip,277.4,5.04,0.75,1.79,12.51,65072,448934,814051,365117,5005,2.5,56.4,814050.72,365117,52234.19170243204,64225.178826895564,116459.37052932761,44.85185817596195,True,265.1,716.0228898426324
SF10313,Punjab,0.0,Rice,Kharif,9.74,1029.2,29.3,90.2,5.3,6.2,33.8,98.7,59.8,142.9,Sprinkler,199.0,2.84,0.99,2.8,27.27,23869,699879,650908,-48971,17594,1.55,80.3,650907.63,-48971,-5027.82340862423,71856.16016427104,66828.33675564681,-7.523490262832842,False,301.4,1806.3655030800821
SF10314,Telangana,0.0,Groundnut,Rabi,2.8,592.3,28.3,59.5,9.1,7.18,26.6,131.1,38.4,117.3,Sprinkler,157.4,5.49,0.83,1.75,4.9,59662,176849,292344,115495,1278,3.834,40.3,292343.80000000005,115495,41248.21428571429,63160.357142857145,104408.57142857143,39.50654024026489,True,286.8,456.42857142857144
SF10315,Gujarat,0.0,Rice,Zaid,6.31,337.1,30.6,51.2,7.8,6.07,19.8,107.4,42.7,72.8,Rainfed,174.6,6.91,0.82,1.38,8.71,23478,346570,204493,-142077,4924,1.769,32.2,204493.38000000003,-142077,-22516.164817749606,54923.930269413635,32407.76545166403,-69.47768383269843,False,222.90000000000003,780.3486529318543
SF10316,Karnataka,0.0,Rice,Zaid,7.48,229.5,33.3,53.0,7.4,6.48,15.2,134.3,56.8,103.6,Drip,62.1,6.7,0.85,2.3,17.2,21871,375759,376181,422,8601,2.0,39.7,376181.2,422,56.41711229946524,50235.16042780748,50291.57754010695,0.11218004099090596,True,294.70000000000005,1149.8663101604277
SF10317,Punjab,0.0,Groundnut,Rabi,8.91,582.7,28.5,54.3,8.7,6.31,23.6,143.6,44.4,98.3,Rainfed,228.7,5.69,0.96,1.54,13.72,53288,588508,731111,142603,2776,4.942,51.2,731111.36,142603,16004.826038159372,66050.28058361392,82055.10662177329,19.50497256914477,True,286.3,311.56004489337823
SF10318,Maharashtra,0.0,Rice,Kharif,1.19,873.2,30.0,69.3,7.9,7.73,32.6,130.8,41.0,82.6,Rainfed,236.3,6.67,0.72,0.93,1.11,22725,76362,25225,-51137,891,1.246,55.8,25224.750000000004,-51137,-42972.268907563026,64169.747899159665,21197.47899159664,-202.72348860257682,False,254.4,748.7394957983194
SF10319,Gujarat,0.0,Wheat,Zaid,2.3,246.5,32.4,61.3,8.3,6.47,19.4,102.3,68.6,119.1,Flood,157.0,4.6,0.78,1.88,4.32,22122,129621,95567,-34054,1644,2.628,31.4,95567.04000000001,-34054,-14806.08695652174,56356.956521739135,41550.86956521739,-35.633639226929795,False,290.0,714.7826086956522
SF10320,Punjab,0.0,Groundnut,Kharif,9.15,767.5,26.5,75.4,6.7,6.1,30.4,87.3,81.8,130.5,Drip,309.3,4.28,0.89,1.62,14.82,58340,669624,864599,194975,4270,3.471,60.9,864598.8,194975,21308.743169398906,73182.95081967213,94491.69398907103,22.550916667726888,True,299.6,466.66666666666663
SF10321,Maharashtra,0.0,Chilli,Kharif,3.41,748.0,29.3,70.7,7.2,7.0,30.7,104.3,75.3,72.1,Flood,152.9,3.49,0.68,2.87,9.79,113770,241239,1113808,872569,2898,3.378,68.6,1113808.2999999998,872569,255885.33724340174,70744.57478005865,326629.9120234604,78.34106057776565,True,251.7,849.8533724340176
SF10322,Andhra Pradesh,0.0,Maize,Kharif,14.87,1125.6,27.3,82.1,6.1,5.52,30.2,83.6,59.2,84.1,Sprinkler,78.7,6.75,0.88,0.61,9.07,19625,770947,177999,-592948,10761,0.843,55.9,177998.75,-592948,-39875.453934095494,51845.7969065232,11970.342972427707,-333.11872538609765,False,226.9,723.6718224613315
SF10323,Madhya Pradesh,0.0,Rice,Zaid,4.49,383.1,33.8,50.1,8.5,7.97,16.0,136.6,89.8,144.2,Flood,151.0,5.31,0.67,0.42,1.89,23385,243970,44198,-199772,9468,0.2,44.3,44197.649999999994,-199772,-44492.65033407572,54336.30289532294,9843.652561247216,-451.99330286438305,False,370.59999999999997,2108.685968819599
SF10324,Karnataka,0.0,Rice,Kharif,7.02,978.4,30.9,66.1,6.5,6.77,33.5,164.0,59.0,38.6,Rainfed,307.9,7.16,0.8,3.01,21.13,22344,610824,472129,-138695,5559,3.801,45.7,472128.72,-138695,-19757.12250712251,87011.96581196581,67254.8433048433,-29.37650515007551,False,261.6,791.8803418803419
SF10325,Karnataka,0.0,Sugarcane,Zaid,14.07,80.0,32.7,49.7,6.4,6.88,18.4,152.7,44.6,82.6,Drip,253.2,4.73,0.92,41.51,584.05,3670,942002,2143464,1201462,22813,25.602,30.1,2143463.5,1201462,85391.75550817342,66951.10163468373,152342.85714285713,56.05235264039891,True,279.9,1621.3930348258707
SF10326,Maharashtra,0.0,Maize,Rabi,7.96,477.9,22.1,64.3,9.0,7.17,30.5,118.3,52.7,112.3,Flood,223.6,4.73,0.88,2.39,19.02,20060,596875,381541,-215334,4794,3.967,40.5,381541.2,-215334,-27052.010050251258,74984.29648241206,47932.28643216081,-56.43797127962657,False,283.3,602.2613065326633
SF10327,Tamil Nadu,0.0,Sugarcane,Rabi,2.35,533.6,20.6,57.1,6.2,6.23,22.0,114.4,76.9,109.1,Sprinkler,189.4,2.98,0.95,49.62,116.61,3585,171900,418047,246147,4305,27.087,51.1,418046.85,246147,104743.40425531914,73148.93617021276,177892.3404255319,58.8802216018773,True,300.4,1831.914893617021
SF10328,Telangana,0.0,Groundnut,Rabi,6.23,87.1,27.3,45.3,7.8,6.05,24.3,93.7,47.6,98.3,Flood,108.3,5.88,0.95,1.1,6.85,46950,454076,321608,-132468,4504,1.521,33.7,321607.5,-132468,-21262.921348314605,72885.39325842696,51622.471910112356,-41.18927389865924,False,239.60000000000002,722.9534510433386
SF10329,Gujarat,0.0,Groundnut,Kharif,2.76,1059.6,29.3,64.0,7.1,7.11,36.1,151.2,52.3,99.4,Flood,223.1,5.61,0.83,1.6,4.42,65416,201733,289139,87406,1748,2.529,55.6,289138.72,87406,31668.840579710148,73091.66666666667,104760.50724637682,30.229751088576773,True,302.9,633.3333333333334
SF10330,Karnataka,0.0,Maize,Kharif,0.77,1112.0,28.1,91.0,6.1,7.4,33.3,89.7,35.3,76.1,Drip,115.1,8.59,0.85,1.79,1.38,24141,45482,33315,-12167,356,3.876,54.7,33314.579999999994,-12167,-15801.298701298701,59067.53246753247,43266.23376623377,-36.521086597628695,False,201.1,462.3376623376623
SF10331,Madhya Pradesh,0.0,Groundnut,Rabi,11.17,159.6,25.7,71.8,8.0,6.3,19.9,132.3,71.0,94.7,Rainfed,199.4,8.73,0.77,1.16,12.96,57693,716530,747701,31171,2785,4.654,23.4,747701.28,31171,2790.5998209489703,64147.71709937332,66938.3169203223,4.168912439598182,True,298.0,249.3285586392122
SF10332,Andhra Pradesh,0.0,Chilli,Kharif,13.02,976.8,31.6,85.8,6.3,6.47,32.9,125.6,75.2,116.2,Rainfed,331.4,4.56,0.73,1.71,22.26,81627,1038653,1817017,778364,4197,5.304,76.1,1817017.02,778364,59782.18125960061,79773.6559139785,139555.83717357912,42.837463821197055,True,317.0,322.35023041474653
SF10333,Punjab,0.0,Groundnut,Kharif,3.54,707.6,27.9,89.2,7.8,6.75,34.3,132.5,88.2,159.6,Rainfed,199.2,4.97,0.85,2.45,8.67,57291,250741,496713,245972,980,8.847,64.4,496712.97,245972,69483.61581920904,70830.79096045198,140314.40677966102,49.51994411259621,True,380.29999999999995,276.8361581920904
SF10334,Maharashtra,0.0,Pulses,Kharif,9.67,947.9,26.8,64.4,5.8,5.59,29.8,115.6,51.1,46.2,Flood,153.7,6.41,0.67,0.3,2.9,61274,653536,177695,-475841,4255,0.682,63.5,177694.6,-475841,-49207.962771458115,67583.86763185108,18375.90486039297,-267.7852500070345,False,212.89999999999998,440.02068252326785
SF10335,Maharashtra,0.0,Cotton,Rabi,8.26,359.0,19.0,51.5,9.4,7.7,26.3,40.0,20.2,95.3,Flood,237.5,3.9,0.74,0.31,2.56,66614,601583,170532,-431051,7092,0.361,30.4,170531.84,-431051,-52185.35108958838,72830.87167070218,20645.5205811138,-252.76839537447518,False,155.5,858.5956416464891
SF10336,Andhra Pradesh,0.0,Chilli,Kharif,2.64,956.5,27.9,57.9,7.4,7.74,38.6,40.0,54.1,81.5,Drip,124.5,4.84,0.88,0.6,1.58,96947,190964,153176,-37788,1562,1.012,55.8,153176.26,-37788,-14313.636363636362,72334.84848484848,58021.21212121212,-24.66966104350551,False,175.6,591.6666666666666
SF10337,Punjab,0.0,Rice,Rabi,9.57,686.3,26.1,70.3,8.6,6.41,22.8,132.2,63.9,79.0,Rainfed,212.7,5.19,0.71,3.75,35.89,24394,712789,875501,162712,8495,4.225,55.6,875500.66,162712,17002.298850574713,74481.6091954023,91483.908045977,18.585015893756832,True,275.1,887.6698014629048
SF10338,Madhya Pradesh,0.0,Pulses,Kharif,4.49,1050.8,30.7,77.2,7.8,6.2,32.4,179.1,75.8,82.2,Drip,210.9,4.21,0.8,1.16,5.21,66648,285507,347236,61729,1369,3.806,64.6,347236.08,61729,13748.106904231625,63587.30512249443,77335.41202672606,17.77724659885496,True,337.09999999999997,304.8997772828508
SF10339,Punjab,0.0,Wheat,Kharif,13.89,860.8,28.2,95.0,7.2,6.0,31.9,149.1,34.1,103.7,Flood,148.7,5.98,0.82,1.95,27.09,19374,1105642,524842,-580800,10158,2.667,61.0,524841.66,-580800,-41814.25485961123,79599.85601151908,37785.601151907846,-110.66187538344874,False,286.9,731.3174946004319
SF10340,Andhra Pradesh,0.0,Rice,Kharif,3.65,970.5,25.5,65.1,7.1,7.68,29.8,122.6,56.2,74.4,Sprinkler,209.6,4.03,0.77,1.01,3.69,22047,238220,81353,-156867,5926,0.623,55.1,81353.43,-156867,-42977.260273972606,65265.75342465754,22288.49315068493,-192.82263714921393,False,253.20000000000002,1623.5616438356165
SF10341,Madhya Pradesh,0.0,Rice,Rabi,1.28,185.1,23.4,57.1,6.7,7.14,22.8,149.8,70.7,111.1,Sprinkler,162.8,3.66,1.0,2.37,3.03,24733,88834,74941,-13893,1802,1.681,44.1,74940.98999999999,-13893,-10853.90625,69401.5625,58547.65625,-18.538583685832855,False,331.6,1407.8125
SF10342,Maharashtra,0.0,Groundnut,Rabi,3.06,637.0,22.9,59.3,8.7,6.58,20.1,105.2,50.3,96.8,Rainfed,217.6,7.05,0.93,1.66,5.08,56471,195594,286873,91279,732,6.94,47.8,286872.68,91279,29829.7385620915,63919.60784313725,93749.34640522876,31.818609628651007,True,252.3,239.2156862745098
SF10343,Karnataka,0.0,Sugarcane,Rabi,8.49,80.0,24.4,60.5,7.4,7.25,25.1,79.5,42.5,89.1,Sprinkler,171.5,3.43,0.68,32.8,278.47,3349,465569,932596,467027,16970,16.41,33.7,932596.0300000001,467027,55009.06949352179,54837.33804475854,109846.40753828033,50.07816889628521,True,211.1,1998.8221436984688
SF10344,Telangana,0.0,Pulses,Kharif,12.85,851.7,27.3,71.8,7.4,6.23,34.7,88.5,75.1,114.0,Drip,138.1,3.01,0.78,1.38,17.73,66617,695842,1181119,485277,3412,5.196,57.6,1181119.41,485277,37764.74708171206,54151.12840466926,91915.87548638132,41.08620723229412,True,277.6,265.5252918287938
SF10345,Telangana,0.0,Cotton,Kharif,1.87,562.0,29.5,59.7,6.0,6.69,31.1,121.5,56.9,81.7,Drip,159.2,6.21,0.82,2.28,4.26,68312,131840,291009,159169,1077,3.955,37.6,291009.12,159169,85117.11229946524,70502.67379679144,155619.78609625666,54.69555924387218,True,260.1,575.9358288770053
SF10346,Madhya Pradesh,0.0,Maize,Kharif,11.53,768.8,25.6,71.5,7.9,6.71,32.7,120.2,73.0,97.8,Rainfed,180.9,1.59,0.93,4.72,54.42,20185,722506,1098468,375962,3831,14.205,65.1,1098467.7,375962,32607.285342584564,62663.13963573288,95270.42497831743,34.22603116340212,True,291.0,332.26366001734607
SF10347,Punjab,0.0,Wheat,Kharif,4.67,557.9,30.4,79.6,7.3,6.58,23.7,116.5,43.2,163.8,Rainfed,84.3,3.58,0.83,2.33,10.88,23233,237291,252775,15484,1361,7.994,68.1,252775.04,15484,3315.631691648822,50811.7773019272,54127.40899357602,6.125605775887647,True,323.5,291.4346895074946
